Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Spreadsheet: meaning-a,Spreadsheet: meaning-b,Response,Correct,Reaction Time
18.0,13349143.0,condition-2,16.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hh-tyaNto.mp4,1,8970.459999999963
18.0,13349143.0,condition-2,17.0,v2,visual,v2hh-doNyori.mp4,v2kk-kirakira.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hh-doNyori.mp4,1,8621.560000000056
18.0,13349143.0,condition-2,18.0,a4,auditory,a4hh-zuruzuru.mp4,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4kk-poripori.mp4,0,9070.85999999987
18.0,13349143.0,condition-2,19.0,i8,interoceptive,i8hh-hotto.mp4,i8kk-dokiri.mp4,i8hh-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8hh-hotto.mp4,1,14737.540000000035
18.0,13349143.0,condition-2,20.0,a1,auditory,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,a1kk-batyabatya.mp4,splashing,splashing,drizzling,a1kk-batyabatya.mp4,1,9303.600000000091
18.0,13349143.0,condition-2,21.0,i6,interoceptive,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6hh-noNbiri.mp4,1,9720.939999999944
18.0,13349143.0,condition-2,22.0,a8,auditory,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8kk-kyaakyaa.mp4,0,9970.64000000013
18.0,13349143.0,condition-2,23.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kk-sakutto.mp4,1,9838.52000000002
18.0,13349143.0,condition-2,24.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7kk-zokuzoku.mp4,1,10888.35999999987
18.0,13349143.0,condition-2,25.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hh-mukumuku.mp4,0,39703.39999999991
18.0,13349143.0,condition-2,26.0,v6,visual,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hh-huNwari.mp4,1,8636.839999999851
18.0,13349143.0,condition-2,27.0,v1,visual,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,v1kk-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1hh-kurikuri.mp4,0,8920.85999999987
18.0,13349143.0,condition-2,28.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hh-pitari.mp4,0,12038.560000000056
18.0,13349143.0,condition-2,29.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hh-marumaru.mp4,1,10986.580000000076
18.0,13349143.0,condition-2,30.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kk-nikoniko.mp4,1,8169.620000000112
18.0,13352762.0,condition-3,1.0,a7,auditory,a7kh-gisigisi.mp4,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","with a creak, squeak","tramping, stomping",a7hk-dosidosi.mp4,0,12716.0
18.0,13352762.0,condition-3,2.0,v2,visual,v2hk-doNyori.mp4,v2kh-kirakira.mp4,v2hk-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2kh-kirakira.mp4,0,13420.0
18.0,13352762.0,condition-3,3.0,i3,interoceptive,i3hk-sukkiri.mp4,i3kh-iraira.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kh-iraira.mp4,1,12761.0
18.0,13352762.0,condition-3,4.0,v4,visual,v4hk-bissiri.mp4,v4kh-barabara.mp4,v4hk-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hk-bissiri.mp4,1,11201.0
18.0,13352762.0,condition-3,5.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0kh-katakata.mp4,0,8818.0
18.0,13352762.0,condition-3,6.0,i5,interoceptive,i5kh-harahara.mp4,i5hk-nobinobi.mp4,i5kh-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5hk-nobinobi.mp4,0,11619.0
18.0,13352762.0,condition-3,7.0,i4,interoceptive,i4hk-tyaNto.mp4,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4kh-dogimagi.mp4,0,21073.0
18.0,13352762.0,condition-3,8.0,i9,interoceptive,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kh-dokidoki.mp4,1,10735.0
18.0,13352762.0,condition-3,9.0,a2,auditory,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,a2hk-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2kh-potapota.mp4,0,9653.0
18.0,13352762.0,condition-3,10.0,i2,interoceptive,i2hk-syoboN.mp4,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2kh-ruNruN.mp4,0,17237.0
18.0,13352762.0,condition-3,11.0,a1,auditory,a1kh-batyabatya.mp4,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,splashing,drizzling,splashing,a1hk-sitosito.mp4,0,13920.0
18.0,13352762.0,condition-3,12.0,i0,interoceptive,i0hk-uNzari.mp4,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0kh-wakuwaku.mp4,0,11170.0
18.0,13352762.0,condition-3,13.0,i1,interoceptive,i1kh-gatugatu.mp4,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1kh-gatugatu.mp4,1,12470.0
18.0,13352762.0,condition-3,14.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kh-syakisyaki.mp4,1,17704.0
18.0,13352762.0,condition-3,15.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hk-kukkiri.mp4,1,13160.0
18.0,13352762.0,condition-3,16.0,v1,visual,v1kh-gizagiza.mp4,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1hk-kurikuri.mp4,0,14971.0
18.0,13352762.0,condition-3,17.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7kh-zokuzoku.mp4,1,13104.0
18.0,13352762.0,condition-3,18.0,v7,visual,v7kh-kiritto.mp4,v7hk-boNyari.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kh-kiritto.mp4,1,10056.0
18.0,13352762.0,condition-3,19.0,a6,auditory,a6hk-dosari.mp4,a6kh-katitto.mp4,a6hk-dosari.mp4,with a thud,"click, snap",with a thud,a6hk-dosari.mp4,1,10166.0
18.0,13352762.0,condition-3,20.0,v3,visual,v3hk-pitari.mp4,v3kh-hirahira.mp4,v3kh-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3hk-pitari.mp4,0,12615.0
18.0,13352762.0,condition-3,21.0,v6,visual,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6kh-gotugotu.mp4,0,11813.0
18.0,13352762.0,condition-3,22.0,v5,visual,v5kh-nikoniko.mp4,v5hk-busuri.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5kh-nikoniko.mp4,1,16254.0
18.0,13352762.0,condition-3,23.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hk-mukumuku.mp4,0,9350.0
18.0,13352762.0,condition-3,24.0,v8,visual,v8hk-marumaru.mp4,v8kh-garigari.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hk-marumaru.mp4,1,8978.0
18.0,13352762.0,condition-3,25.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8hk-bosori.mp4,1,11636.0
18.0,13352762.0,condition-3,26.0,a9,auditory,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,a9kh-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kh-sakutto.mp4,1,8819.0
18.0,13352762.0,condition-3,27.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8hk-hotto.mp4,1,12186.0
18.0,13352762.0,condition-3,28.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5hk-sororisorori.mp4,0,11071.0
18.0,13352762.0,condition-3,29.0,a4,auditory,a4hk-zuruzuru.mp4,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4kh-poripori.mp4,0,27676.0
18.0,13352762.0,condition-3,30.0,i6,interoceptive,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6kh-girigiri.mp4,0,13622.0
18.0,13370221.0,condition-2,1.0,i6,interoceptive,i6hh-noNbiri.mp4,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,8598.600000011924
18.0,13370221.0,condition-2,2.0,v1,visual,v1kk-gizagiza.mp4,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1kk-gizagiza.mp4,1,9411.500000011918
18.0,13370221.0,condition-2,3.0,i0,interoceptive,i0hh-uNzari.mp4,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hh-uNzari.mp4,1,9056.000000023836
18.0,13370221.0,condition-2,4.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hh-hokkori.mp4,0,8380.599999999977
18.0,13370221.0,condition-2,5.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kk-dokiri.mp4,0,8619.999999976164
18.0,13370221.0,condition-2,6.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hh-mukumuku.mp4,0,9663.200000000012
18.0,13370221.0,condition-2,7.0,a7,auditory,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kk-gisigisi.mp4,1,9946.800000000016
18.0,13370221.0,condition-2,8.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8kk-kyaakyaa.mp4,0,8395.299999976152
18.0,13370221.0,condition-2,9.0,a2,auditory,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,a2hh-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hh-zyaazyaa.mp4,1,8216.800000023853
18.0,13370221.0,condition-2,10.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hh-marumaru.mp4,1,8044.5
18.0,13370221.0,condition-2,11.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5hh-busuri.mp4,0,8168.499999976164
18.0,13370221.0,condition-2,12.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5hh-nobinobi.mp4,0,8358.500000011933
18.0,13370221.0,condition-2,13.0,i9,interoceptive,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kk-dokidoki.mp4,1,8163.399999999994
18.0,13370221.0,condition-2,14.0,v0,visual,v0hh-kukkiri.mp4,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hh-kukkiri.mp4,1,8884.599999988073
18.0,13370221.0,condition-2,15.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kk-sakutto.mp4,1,8293.60000001191
18.0,13370221.0,condition-2,16.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3hh-ziriziri.mp4,0,8303.200000023848
18.0,13370221.0,condition-2,17.0,v4,visual,v4kk-barabara.mp4,v4hh-bissiri.mp4,v4hh-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4kk-barabara.mp4,0,8183.700000000012
18.0,13370221.0,condition-2,18.0,a5,auditory,a5kk-dotabata.mp4,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5hh-sororisorori.mp4,0,8151.09999997617
18.0,13370221.0,condition-2,19.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kk-iraira.mp4,1,8747.599999999919
18.0,13370221.0,condition-2,20.0,a6,auditory,a6hh-dosari.mp4,a6kk-katitto.mp4,a6hh-dosari.mp4,with a thud,with a thud,"click, snap",a6hh-dosari.mp4,1,8259.39999998809
18.0,13370221.0,condition-2,21.0,a4,auditory,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,a4hh-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4kk-poripori.mp4,0,9596.599999999977
18.0,13370221.0,condition-2,22.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4hh-tyaNto.mp4,1,8146.999999999942
18.0,13370221.0,condition-2,23.0,v7,visual,v7hh-boNyari.mp4,v7kk-kiritto.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kk-kiritto.mp4,1,10924.400000011898
18.0,13370221.0,condition-2,24.0,v6,visual,v6hh-huNwari.mp4,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6hh-huNwari.mp4,1,8372.900000011898
18.0,13370221.0,condition-2,25.0,i2,interoceptive,i2hh-syoboN.mp4,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kk-ruNruN.mp4,0,8138.999999988067
18.0,13370221.0,condition-2,26.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hh-doNyori.mp4,1,8051.300000011921
18.0,13370221.0,condition-2,27.0,v3,visual,v3hh-pitari.mp4,v3kk-hirahira.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hh-pitari.mp4,0,8213.300000011921
18.0,13370221.0,condition-2,28.0,a1,auditory,a1kk-batyabatya.mp4,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,splashing,splashing,drizzling,a1kk-batyabatya.mp4,1,8237.000000011933
18.0,13370221.0,condition-2,29.0,i1,interoceptive,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,i1kk-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1hh-geNnari.mp4,0,11909.60000001191
18.0,13370221.0,condition-2,30.0,a0,auditory,a0hh-gosogoso.mp4,a0kk-katakata.mp4,a0hh-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0kk-katakata.mp4,0,7885.900000011898
18.0,13381142.0,condition-1,1.0,v9,visual,v9kd-bosabosa.mp4,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9kd-bosabosa.mp4,1,24719.0
18.0,13381142.0,condition-1,2.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hu-doNyori.mp4,1,9707.0
18.0,13381142.0,condition-1,3.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0kd-wakuwaku.mp4,0,21019.0
18.0,13381142.0,condition-1,4.0,i8,interoceptive,i8kd-dokiri.mp4,i8hu-hotto.mp4,i8hu-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8hu-hotto.mp4,1,17187.0
18.0,13381142.0,condition-1,5.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kd-gatugatu.mp4,1,21273.0
18.0,13381142.0,condition-1,6.0,v4,visual,v4hu-bissiri.mp4,v4kd-barabara.mp4,v4hu-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4hu-bissiri.mp4,1,10310.0
18.0,13381142.0,condition-1,7.0,a4,auditory,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,a4hu-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hu-zuruzuru.mp4,1,11698.0
18.0,13381142.0,condition-1,8.0,v7,visual,v7kd-kiritto.mp4,v7hu-boNyari.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kd-kiritto.mp4,1,12485.0
18.0,13381142.0,condition-1,9.0,a1,auditory,a1kd-batyabatya.mp4,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,splashing,drizzling,splashing,a1kd-batyabatya.mp4,1,13858.0
18.0,13381142.0,condition-1,10.0,i4,interoceptive,i4hu-tyaNto.mp4,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4hu-tyaNto.mp4,1,29824.0
18.0,13381142.0,condition-1,11.0,v3,visual,v3hu-pitari.mp4,v3kd-hirahira.mp4,v3kd-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hu-pitari.mp4,0,14542.0
18.0,13381142.0,condition-1,12.0,i2,interoceptive,i2hu-syoboN.mp4,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kd-ruNruN.mp4,0,17423.0
18.0,13381142.0,condition-1,13.0,a0,auditory,a0kd-katakata.mp4,a0hu-gosogoso.mp4,a0hu-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hu-gosogoso.mp4,1,13657.0
18.0,13381142.0,condition-1,14.0,a2,auditory,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,a2hu-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hu-zyaazyaa.mp4,1,21188.0
18.0,13381142.0,condition-1,15.0,v0,visual,v0hu-kukkiri.mp4,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hu-kukkiri.mp4,1,16500.0
18.0,13381142.0,condition-1,16.0,a9,auditory,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,a9kd-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kd-sakutto.mp4,1,11581.0
18.0,13381142.0,condition-1,17.0,v1,visual,v1kd-gizagiza.mp4,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1kd-gizagiza.mp4,1,47943.0
18.0,13381142.0,condition-1,18.0,i5,interoceptive,i5kd-harahara.mp4,i5hu-nobinobi.mp4,i5kd-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kd-harahara.mp4,1,9507.0
18.0,13381142.0,condition-1,19.0,i3,interoceptive,i3kd-iraira.mp4,i3hu-sukkiri.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3kd-iraira.mp4,1,9305.0
18.0,13381142.0,condition-1,20.0,v6,visual,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6hu-huNwari.mp4,1,15983.0
18.0,13381142.0,condition-1,21.0,v5,visual,v5kd-nikoniko.mp4,v5hu-busuri.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5hu-busuri.mp4,0,17265.0
18.0,13381142.0,condition-1,22.0,a7,auditory,a7kd-gisigisi.mp4,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","with a creak, squeak","tramping, stomping",a7kd-gisigisi.mp4,1,14576.0
18.0,13381142.0,condition-1,23.0,a8,auditory,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hu-bosori.mp4,1,17790.0
18.0,13381142.0,condition-1,24.0,i9,interoceptive,i9kd-dokidoki.mp4,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9hu-yuttari.mp4,0,8852.0
18.0,13381142.0,condition-1,25.0,v8,visual,v8kd-garigari.mp4,v8hu-marumaru.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8kd-garigari.mp4,0,8887.0
18.0,13381142.0,condition-1,26.0,a3,auditory,a3kd-syakisyaki.mp4,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kd-syakisyaki.mp4,1,8603.0
18.0,13381142.0,condition-1,27.0,i7,interoceptive,i7kd-zokuzoku.mp4,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7hu-hokkori.mp4,0,8803.0
18.0,13381142.0,condition-1,28.0,a5,auditory,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kd-dotabata.mp4,1,11732.0
18.0,13381142.0,condition-1,29.0,a6,auditory,a6kd-katitto.mp4,a6hu-dosari.mp4,a6hu-dosari.mp4,with a thud,with a thud,"click, snap",a6kd-katitto.mp4,0,13791.0
18.0,13381142.0,condition-1,30.0,i6,interoceptive,i6hu-noNbiri.mp4,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6kd-girigiri.mp4,0,10376.0
18.0,13554674.0,condition-2,1.0,i0,interoceptive,i0hh-uNzari.mp4,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hh-uNzari.mp4,1,19514.700000023848
18.0,13554674.0,condition-2,2.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3hh-sukkiri.mp4,0,8848.400000035763
18.0,13554674.0,condition-2,3.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,"click, snap",with a thud,a6kk-katitto.mp4,0,12864.80000001192
18.0,13554674.0,condition-2,4.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kk-sakutto.mp4,1,14281.40000002383
18.0,13554674.0,condition-2,5.0,a0,auditory,a0kk-katakata.mp4,a0hh-gosogoso.mp4,a0hh-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hh-gosogoso.mp4,1,9415.700000000012
18.0,13554674.0,condition-2,6.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hh-doNyori.mp4,1,12831.400000047695
18.0,13554674.0,condition-2,7.0,i5,interoceptive,i5kk-harahara.mp4,i5hh-nobinobi.mp4,i5kk-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5hh-nobinobi.mp4,0,12681.900000047695
18.0,13554674.0,condition-2,8.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0kk-tiratira.mp4,0,13014.90000002383
18.0,13554674.0,condition-2,9.0,v6,visual,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hh-huNwari.mp4,1,22282.10000004768
