Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: rated-word,Spreadsheet: rated-meaning,rating,Reaction Time
18.0,13554674.0,condition-2,16.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",6,5382.100000023842
18.0,13554674.0,condition-2,17.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,5,5133.399999999994
18.0,13554674.0,condition-2,18.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",3,5531.899999988091
18.0,13554674.0,condition-2,19.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,5449.899999999994
18.0,13554674.0,condition-2,20.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",5,5200.199999999953
18.0,13554674.0,condition-2,21.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,5,9200.49999999997
18.0,13554674.0,condition-2,22.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,4,6065.600000023842
18.0,13554674.0,condition-2,23.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",5,5531.899999976158
18.0,13554674.0,condition-2,24.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",4,8500.199999999953
18.0,13554674.0,condition-2,25.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,3,11500.40000000008
18.0,13554674.0,condition-2,26.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,6,5499.100000011909
18.0,13554674.0,condition-2,27.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",4,5315.100000023842
18.0,13554674.0,condition-2,28.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",2,9017.099999999977
18.0,13554674.0,condition-2,29.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",4,10450.5
18.0,13554674.0,condition-2,30.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",3,7015.800000011921
18.0,13573130.0,condition-2,1.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",6,6404.79999990463
18.0,13573130.0,condition-2,2.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",5,6714.800000000003
18.0,13573130.0,condition-2,3.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",3,7545.0
18.0,13573130.0,condition-2,4.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,7,5395.5
18.0,13573130.0,condition-2,5.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",7,6248.400000000009
18.0,13573130.0,condition-2,6.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",5,6061.399999999994
18.0,13573130.0,condition-2,7.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",6,6406.000000190732
18.0,13573130.0,condition-2,8.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",3,6564.699999999997
18.0,13573130.0,condition-2,9.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",2,6010.600000190723
18.0,13573130.0,condition-2,10.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",7,5393.799999999988
18.0,13573130.0,condition-2,11.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",2,9581.100000000037
18.0,13573130.0,condition-2,12.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",6,5406.799999904644
18.0,13573130.0,condition-2,13.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",6,5298.399999999965
18.0,13573130.0,condition-2,14.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",3,7158.799999999988
18.0,13573130.0,condition-2,15.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,6,6281.700000000012
18.0,13573130.0,condition-2,16.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",4,7135.799999999988
18.0,13573130.0,condition-2,17.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,5,5256.099999904633
18.0,13573130.0,condition-2,18.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,2,7381.200000190729
18.0,13573130.0,condition-2,19.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",6,5559.300000095362
18.0,13573130.0,condition-2,20.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",5,7187.0000001907465
18.0,13573130.0,condition-2,21.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",4,6415.200000000012
18.0,13573130.0,condition-2,22.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",4,7448.000000000029
18.0,13573130.0,condition-2,23.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",3,5359.899999809277
18.0,13573130.0,condition-2,24.0,a6,auditory,a6hh-dosari.mp4,with a thud,4,5461.799999904644
18.0,13573130.0,condition-2,25.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,5,5762.599999809288
18.0,13573130.0,condition-2,26.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",2,6135.799999904644
18.0,13573130.0,condition-2,27.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,2,6681.4000000000815
18.0,13573130.0,condition-2,28.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",5,7214.700000000012
18.0,13573130.0,condition-2,29.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",5,4954.599999809288
18.0,13573130.0,condition-2,30.0,a1,auditory,a1kk-batyabatya.mp4,splashing,7,6310.600000190723
18.0,13573434.0,condition-3,1.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",2,11245.100000000006
18.0,13573434.0,condition-3,2.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",3,15843.059999999998
18.0,13573434.0,condition-3,3.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",4,16402.079999999987
18.0,13573434.0,condition-3,4.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",5,7498.940000000002
18.0,13573434.0,condition-3,5.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",6,8277.48000000001
18.0,13573434.0,condition-3,6.0,a1,auditory,a1kh-batyabatya.mp4,splashing,6,13369.079999999987
18.0,13573434.0,condition-3,7.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",7,5045.940000000002
18.0,13573434.0,condition-3,8.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",3,10899.160000000003
18.0,13573434.0,condition-3,9.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",7,13334.179999999991
18.0,13573434.0,condition-3,10.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",5,21675.51999999999
18.0,13573434.0,condition-3,11.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",1,18406.679999999997
18.0,13573434.0,condition-3,12.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",4,8205.679999999993
18.0,13573434.0,condition-3,13.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,7,5619.760000000009
18.0,13573434.0,condition-3,14.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",6,5847.919999999984
18.0,13573434.0,condition-3,15.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",4,17735.580000000016
18.0,13573434.0,condition-3,16.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",5,7753.760000000009
18.0,13573434.0,condition-3,17.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,5,12848.099999999977
18.0,13573434.0,condition-3,18.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",4,18998.900000000023
18.0,13573434.0,condition-3,19.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",5,14850.640000000014
18.0,13573434.0,condition-3,20.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",5,11300.080000000016
18.0,13573434.0,condition-3,21.0,a6,auditory,a6hk-dosari.mp4,with a thud,3,31111.02000000002
18.0,13573434.0,condition-3,22.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,2,8847.320000000007
18.0,13573434.0,condition-3,23.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,5,8843.940000000002
18.0,13573434.0,condition-3,24.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,6,4967.520000000019
18.0,13573434.0,condition-3,25.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",7,8222.199999999953
18.0,13573434.0,condition-3,26.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",6,4798.440000000002
18.0,13573434.0,condition-3,27.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,5,12953.840000000026
18.0,13573434.0,condition-3,28.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",5,12029.619999999995
18.0,13573434.0,condition-3,29.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",7,6653.640000000014
18.0,13573434.0,condition-3,30.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",7,4878.840000000026
19.0,13605274.0,condition-2,1.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,4,6037.099999998507
19.0,13605274.0,condition-2,2.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",2,13148.299999998504
19.0,13605274.0,condition-2,3.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,3,5427.299999998504
19.0,13605274.0,condition-2,4.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,5,4398.899999995527
19.0,13605274.0,condition-2,5.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",2,5565.799999994037
19.0,13605274.0,condition-2,6.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",6,4938.899999997026
19.0,13605274.0,condition-2,7.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",2,4355.899999995527
19.0,13605274.0,condition-2,8.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",5,5002.699999994045
19.0,13605274.0,condition-2,9.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",4,4722.600000000006
19.0,13605274.0,condition-2,10.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,6,5886.399999995541
19.0,13605274.0,condition-2,11.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",1,6124.299999999988
19.0,13605274.0,condition-2,12.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",1,4698.89999999851
19.0,13605274.0,condition-2,13.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",2,5473.999999998516
19.0,13605274.0,condition-2,14.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",1,4533.499999999971
19.0,13605274.0,condition-2,15.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",3,7027.0999999985215
19.0,13605274.0,condition-2,16.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",3,4280.999999995518
19.0,13605274.0,condition-2,17.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",3,4383.100000000006
19.0,13605274.0,condition-2,18.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,5,5051.599999995524
19.0,13605274.0,condition-2,19.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",4,4306.200000000012
19.0,13605274.0,condition-2,20.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",4,4804.399999997026
19.0,13605274.0,condition-2,21.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",2,5464.799999995536
19.0,13605274.0,condition-2,22.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",2,4625.69999999553
19.0,13605274.0,condition-2,23.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",1,4560.499999998516
19.0,13605274.0,condition-2,24.0,a1,auditory,a1kk-batyabatya.mp4,splashing,4,7610.100000000006
19.0,13605274.0,condition-2,25.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,3,5738.5
19.0,13605274.0,condition-2,26.0,a6,auditory,a6hh-dosari.mp4,with a thud,4,5025.59999999404
19.0,13605274.0,condition-2,27.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",3,6510.899999995541
19.0,13605274.0,condition-2,28.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,4420.200000000012
19.0,13605274.0,condition-2,29.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",4,5516.5
19.0,13605274.0,condition-2,30.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",3,4924.699999998498
19.0,13607740.0,condition-3,1.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",7,9520.0
19.0,13607740.0,condition-3,2.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,6,6303.0
19.0,13607740.0,condition-3,3.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,6,9271.0
19.0,13607740.0,condition-3,4.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",4,8387.0
19.0,13607740.0,condition-3,5.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",2,4852.0
19.0,13607740.0,condition-3,6.0,a6,auditory,a6hk-dosari.mp4,with a thud,3,7286.0
19.0,13607740.0,condition-3,7.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",1,9469.0
19.0,13607740.0,condition-3,8.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",5,12571.0
19.0,13607740.0,condition-3,9.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,7,5034.0
19.0,13607740.0,condition-3,10.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",7,8554.0
19.0,13607740.0,condition-3,11.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,5,7004.0
19.0,13607740.0,condition-3,12.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",6,5369.0
19.0,13607740.0,condition-3,13.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",5,9687.0
19.0,13607740.0,condition-3,14.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",4,5667.0
19.0,13607740.0,condition-3,15.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",2,6506.0
19.0,13607740.0,condition-3,16.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",2,5418.0
19.0,13607740.0,condition-3,17.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",2,4869.0
19.0,13607740.0,condition-3,18.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",6,9423.0
19.0,13607740.0,condition-3,19.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,4,5519.0
19.0,13607740.0,condition-3,20.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",2,9961.0
19.0,13607740.0,condition-3,21.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",1,4461.0
19.0,13607740.0,condition-3,22.0,a1,auditory,a1kh-batyabatya.mp4,splashing,5,7202.0
19.0,13607740.0,condition-3,23.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",2,6518.0
19.0,13607740.0,condition-3,24.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",4,4718.0
19.0,13607740.0,condition-3,25.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,4,6952.0
19.0,13607740.0,condition-3,26.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",1,6202.0
19.0,13607740.0,condition-3,27.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",1,4818.0
19.0,13607740.0,condition-3,28.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",6,4768.0
19.0,13607740.0,condition-3,29.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",1,5151.0
19.0,13607740.0,condition-3,30.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",5,7986.0
19.0,13608280.0,condition-3,1.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,6,6566.099999928469
19.0,13608280.0,condition-3,2.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",6,6293.599999999977
19.0,13608280.0,condition-3,3.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,7,5328.499999999985
19.0,13608280.0,condition-3,4.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",6,7549.499999904627
19.0,13608280.0,condition-3,5.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",4,5744.899999999965
19.0,13608280.0,condition-3,6.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",6,5344.799999976152
19.0,13608280.0,condition-3,7.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",6,10481.099999904633
19.0,13608280.0,condition-3,8.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",6,14069.499999928465
19.0,13608280.0,condition-3,9.0,a6,auditory,a6hk-dosari.mp4,with a thud,5,12021.099999928469
19.0,13608280.0,condition-3,10.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",4,7509.299999999959
19.0,13608280.0,condition-3,11.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",4,5605.0
19.0,13608280.0,condition-3,12.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,6,5693.999999928463
19.0,13608280.0,condition-3,13.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",6,5278.5
19.0,13608280.0,condition-3,14.0,a1,auditory,a1kh-batyabatya.mp4,splashing,6,7409.099999999977
19.0,13608280.0,condition-3,15.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",4,9657.200000000012
19.0,13608280.0,condition-3,16.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,7,4983.600000000006
19.0,13608280.0,condition-3,17.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",6,26240.600000000064
19.0,13608280.0,condition-3,18.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",6,11405.400000000023
19.0,13608280.0,condition-3,19.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",6,5470.599999904633
19.0,13608280.0,condition-3,20.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",3,5355.799999976181
19.0,13608280.0,condition-3,21.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",6,6427.000000000058
19.0,13608280.0,condition-3,22.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",6,17312.499999904656
19.0,13608280.0,condition-3,23.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",7,5477.700000000012
19.0,13608280.0,condition-3,24.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",6,4911.299999999988
19.0,13608280.0,condition-3,25.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",4,6209.899999999965
19.0,13608280.0,condition-3,26.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",5,21917.59999997617
19.0,13608280.0,condition-3,27.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,5,5604.69999995234
19.0,13608280.0,condition-3,28.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",4,7426.300000000047
19.0,13608280.0,condition-3,29.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,7,5466.399999928486
19.0,13608280.0,condition-3,30.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",6,8447.899999976158
19.0,13611062.0,condition-2,1.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",5,7981.200000000004
19.0,13611062.0,condition-2,2.0,a6,auditory,a6hh-dosari.mp4,with a thud,2,7325.900000035763
19.0,13611062.0,condition-2,3.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,6,5887.300000011921
19.0,13611062.0,condition-2,4.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",6,5475.200000047684
19.0,13611062.0,condition-2,5.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",2,7767.200000023848
19.0,13611062.0,condition-2,6.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,1,7772.500000011918
19.0,13611062.0,condition-2,7.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,6,5568.800000011921
19.0,13611062.0,condition-2,8.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",5,5680.300000011921
19.0,13611062.0,condition-2,9.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",7,5944.700000011915
19.0,13611062.0,condition-2,10.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",4,4857.10000003576
19.0,13611062.0,condition-2,11.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",6,4791.900000011927
19.0,13611062.0,condition-2,12.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",3,6468.799999999988
19.0,13611062.0,condition-2,13.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",2,6961.100000047678
19.0,13611062.0,condition-2,14.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",4,8846.699999999953
19.0,13611062.0,condition-2,15.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",4,6056.700000023848
19.0,13611062.0,condition-2,16.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,5,7027.600000047678
19.0,13611062.0,condition-2,17.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",5,5263.100000035774
19.0,13611062.0,condition-2,18.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",1,6869.000000047672
19.0,13611062.0,condition-2,19.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",3,9012.899999999994
19.0,13611062.0,condition-2,20.0,a1,auditory,a1kk-batyabatya.mp4,splashing,7,6358.600000035774
19.0,13611062.0,condition-2,21.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,4,5072.600000000006
19.0,13611062.0,condition-2,22.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,5,5527.000000011933
19.0,13611062.0,condition-2,23.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",3,4862.400000047695
19.0,13611062.0,condition-2,24.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",4,7574.299999999988
19.0,13611062.0,condition-2,25.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",2,5945.200000035751
19.0,13611062.0,condition-2,26.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",4,6146.40000002383
19.0,13611062.0,condition-2,27.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",6,5159.600000035774
19.0,13611062.0,condition-2,28.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",4,5364.900000000023
19.0,13611062.0,condition-2,29.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",4,5314.400000000023
19.0,13611062.0,condition-2,30.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",3,8102.700000000012
19.0,13611736.0,condition-3,1.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",4,52389.100000000006
19.0,13611736.0,condition-3,2.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",6,6747.399999999994
19.0,13611736.0,condition-3,3.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",6,6619.600000023842
19.0,13611736.0,condition-3,4.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",6,6349.699999999983
19.0,13611736.0,condition-3,5.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",3,16427.0
19.0,13611736.0,condition-3,6.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",3,7227.500000023836
19.0,13611736.0,condition-3,7.0,a6,auditory,a6hk-dosari.mp4,with a thud,3,43475.20000003575
19.0,13611736.0,condition-3,8.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",3,44326.09999999998
19.0,13611736.0,condition-3,9.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",5,5563.600000035774
19.0,13611736.0,condition-3,10.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,6,23391.900000011898
19.0,13611736.0,condition-3,11.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,3,5716.20000000007
19.0,13611736.0,condition-3,12.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",6,5702.600000047707
19.0,13611736.0,condition-3,13.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",3,24989.30000001192
19.0,13611736.0,condition-3,14.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,5,6316.800000000047
19.0,13611736.0,condition-3,15.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,7,7077.700000047684
19.0,13611736.0,condition-3,16.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",6,8018.600000023842
19.0,13611736.0,condition-3,17.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",5,7211.600000035774
19.0,13611736.0,condition-3,18.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",3,6572.100000047707
19.0,13611736.0,condition-3,19.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",5,7449.70000000007
19.0,13611736.0,condition-3,20.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,3,121675.70000002382
19.0,13611736.0,condition-3,21.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",5,6851.700000047684
19.0,13611736.0,condition-3,22.0,a1,auditory,a1kh-batyabatya.mp4,splashing,6,5661.600000047707
19.0,13611736.0,condition-3,23.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",6,7215.000000011874
19.0,13611736.0,condition-3,24.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",3,19866.09999999986
19.0,13611736.0,condition-3,25.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",5,7428.600000035716
19.0,13611736.0,condition-3,26.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",3,34164.40000003576
19.0,13611736.0,condition-3,27.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",4,7087.900000011898
19.0,13611736.0,condition-3,28.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",4,7079.900000035763
19.0,13611736.0,condition-3,29.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",6,6598.900000000023
19.0,13611736.0,condition-3,30.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,5,35665.300000023795
19.0,13611841.0,condition-2,1.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",6,6301.199999999997
19.0,13611841.0,condition-2,2.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,2,5502.700000000739
19.0,13611841.0,condition-2,3.0,a1,auditory,a1kk-batyabatya.mp4,splashing,4,6033.800000000003
19.0,13611841.0,condition-2,4.0,a6,auditory,a6hh-dosari.mp4,with a thud,1,5640.399999999994
19.0,13611841.0,condition-2,5.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",2,7567.0
