Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: rated-word,Spreadsheet: rated-meaning,rating,Reaction Time
19.0,13611841.0,condition-2,6.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",1,5349.300000000367
19.0,13611841.0,condition-2,7.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",5,5988.800000000003
19.0,13611841.0,condition-2,8.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",5,6266.699999999997
19.0,13611841.0,condition-2,9.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,6714.299999999988
19.0,13611841.0,condition-2,10.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",3,6179.499999999243
19.0,13611841.0,condition-2,11.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",2,8245.900000000373
19.0,13611841.0,condition-2,12.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",3,5398.700000000012
19.0,13611841.0,condition-2,13.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,5,5432.899999999994
19.0,13611841.0,condition-2,14.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",3,8843.100000000384
19.0,13611841.0,condition-2,15.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",4,5344.0
19.0,13611841.0,condition-2,16.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,4,5550.700000000012
19.0,13611841.0,condition-2,17.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",5,5441.599999999249
19.0,13611841.0,condition-2,18.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",4,5492.700000000361
19.0,13611841.0,condition-2,19.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",2,5566.599999999249
19.0,13611841.0,condition-2,20.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",2,5833.499999999243
19.0,13611841.0,condition-2,21.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,2,6423.100000000384
19.0,13611841.0,condition-2,22.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",1,17479.600000000006
19.0,13611841.0,condition-2,23.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,3,5263.0
19.0,13611841.0,condition-2,24.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",2,8206.400000000023
19.0,13611841.0,condition-2,25.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",1,5333.499999999243
19.0,13611841.0,condition-2,26.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,6,5762.800000000396
19.0,13611841.0,condition-2,27.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",6,5750.499999999942
19.0,13611841.0,condition-2,28.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",3,5214.699999999255
19.0,13611841.0,condition-2,29.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",2,7339.999999999651
19.0,13611841.0,condition-2,30.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",2,6227.900000000722
19.0,13612053.0,condition-3,1.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",6,6359.199999999997
19.0,13612053.0,condition-3,2.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",5,8227.100000005958
19.0,13612053.0,condition-3,3.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",5,12558.700000000012
19.0,13612053.0,condition-3,4.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,5,11921.600000005958
19.0,13612053.0,condition-3,5.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,4,7286.900000002977
19.0,13612053.0,condition-3,6.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,5,5834.500000002969
19.0,13612053.0,condition-3,7.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",4,13393.00000000003
19.0,13612053.0,condition-3,8.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",5,9105.99999999997
19.0,13612053.0,condition-3,9.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",1,5457.0
19.0,13612053.0,condition-3,10.0,a6,auditory,a6hk-dosari.mp4,with a thud,4,19763.60000000001
19.0,13612053.0,condition-3,11.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",3,14743.300000008952
19.0,13612053.0,condition-3,12.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",5,14050.100000000006
19.0,13612053.0,condition-3,13.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",3,8763.200000005949
19.0,13612053.0,condition-3,14.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",4,5748.899999999994
19.0,13612053.0,condition-3,15.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",1,14789.400000008927
19.0,13612053.0,condition-3,16.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",6,6095.20000000298
19.0,13612053.0,condition-3,17.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",7,7597.700000000012
19.0,13612053.0,condition-3,18.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,2,9446.500000005935
19.0,13612053.0,condition-3,19.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,3,7846.100000005972
19.0,13612053.0,condition-3,20.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",2,13617.5
19.0,13612053.0,condition-3,21.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",6,5865.600000008941
19.0,13612053.0,condition-3,22.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",6,7093.200000000012
19.0,13612053.0,condition-3,23.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",1,5620.5
19.0,13612053.0,condition-3,24.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",5,9859.600000003004
19.0,13612053.0,condition-3,25.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",2,19385.90000000596
19.0,13612053.0,condition-3,26.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",6,5629.5
19.0,13612053.0,condition-3,27.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",5,11660.800000005984
19.0,13612053.0,condition-3,28.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",2,8144.800000008952
19.0,13612053.0,condition-3,29.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,7,7471.300000008952
19.0,13612053.0,condition-3,30.0,a1,auditory,a1kh-batyabatya.mp4,splashing,5,6059.100000003004
19.0,13612207.0,condition-2,1.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",1,9191.800000000192
19.0,13612207.0,condition-2,2.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",2,7050.0
19.0,13612207.0,condition-2,3.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",1,7574.30000000009
19.0,13612207.0,condition-2,4.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",6,6089.300000000279
19.0,13612207.0,condition-2,5.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",4,6433.39999999998
19.0,13612207.0,condition-2,6.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",2,10341.30000000028
19.0,13612207.0,condition-2,7.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,5,5379.200000000012
19.0,13612207.0,condition-2,8.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",4,6343.10000000018
19.0,13612207.0,condition-2,9.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",6,5566.300000000047
19.0,13612207.0,condition-2,10.0,a1,auditory,a1kk-batyabatya.mp4,splashing,6,5588.100000000268
19.0,13612207.0,condition-2,11.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",4,5909.899999999994
19.0,13612207.0,condition-2,12.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",3,5649.799999999988
19.0,13612207.0,condition-2,13.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,6,5026.4000000000815
19.0,13612207.0,condition-2,14.0,a6,auditory,a6hh-dosari.mp4,with a thud,1,6056.200000000361
19.0,13612207.0,condition-2,15.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,7,4999.600000000006
19.0,13612207.0,condition-2,16.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",1,5342.700000000274
19.0,13612207.0,condition-2,17.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",5,6233.100000000006
19.0,13612207.0,condition-2,18.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",5,5944.200000000012
19.0,13612207.0,condition-2,19.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",4,5071.600000000093
19.0,13612207.0,condition-2,20.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",3,6707.9000000003725
19.0,13612207.0,condition-2,21.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,1,5290.200000000186
19.0,13612207.0,condition-2,22.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",6,6666.799999999959
19.0,13612207.0,condition-2,23.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",6,8710.900000000198
19.0,13612207.0,condition-2,24.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,4,7770.800000000163
19.0,13612207.0,condition-2,25.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",3,6457.200000000012
19.0,13612207.0,condition-2,26.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",2,5293.300000000163
19.0,13612207.0,condition-2,27.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",6,5026.20000000007
19.0,13612207.0,condition-2,28.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,3,5006.300000000396
19.0,13612207.0,condition-2,29.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",5,7060.4000000003725
19.0,13612207.0,condition-2,30.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",1,5289.200000000361
19.0,13612585.0,condition-2,1.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",7,16097.799999998511
19.0,13612585.0,condition-2,2.0,a1,auditory,a1kk-batyabatya.mp4,splashing,1,11766.400000000009
19.0,13612585.0,condition-2,3.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",1,13146.399999999252
19.0,13612585.0,condition-2,4.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,5,6364.399999999252
19.0,13612585.0,condition-2,5.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",1,12328.0
19.0,13612585.0,condition-2,6.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",1,7672.499999999258
19.0,13612585.0,condition-2,7.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",4,24150.0
19.0,13612585.0,condition-2,8.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",3,6499.399999999994
19.0,13612585.0,condition-2,9.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",1,5190.89999999851
19.0,13612585.0,condition-2,10.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",4,6833.299999999959
19.0,13612585.0,condition-2,11.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,6,8800.29999999996
19.0,13612585.0,condition-2,12.0,a6,auditory,a6hh-dosari.mp4,with a thud,2,5454.899999999267
19.0,13612585.0,condition-2,13.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",1,5293.499999999622
19.0,13612585.0,condition-2,14.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,7,5833.399999998888
19.0,13612585.0,condition-2,15.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",7,6026.0999999985215
19.0,13612585.0,condition-2,16.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",3,6298.899999999994
19.0,13612585.0,condition-2,17.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",6,6079.199999999255
19.0,13612585.0,condition-2,18.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",7,5567.000000000029
19.0,13612585.0,condition-2,19.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",7,5321.399999999994
19.0,13612585.0,condition-2,20.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",5,6158.899999999994
19.0,13612585.0,condition-2,21.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",7,5658.900000000023
19.0,13612585.0,condition-2,22.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",1,4857.299999999639
19.0,13612585.0,condition-2,23.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",7,7244.699999999255
19.0,13612585.0,condition-2,24.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,8160.399999998859
19.0,13612585.0,condition-2,25.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,1,6323.499999999651
19.0,13612585.0,condition-2,26.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,1,6960.999999998487
19.0,13612585.0,condition-2,27.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",7,8699.699999999953
19.0,13612585.0,condition-2,28.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",5,5809.299999998882
19.0,13612585.0,condition-2,29.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",7,7311.499999999243
19.0,13612585.0,condition-2,30.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,7,4913.199999998498
19.0,13612645.0,condition-3,1.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",7,10054.200000000012
19.0,13612645.0,condition-3,2.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",4,8449.699999999997
19.0,13612645.0,condition-3,3.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,5,13393.799999999988
19.0,13612645.0,condition-3,4.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",5,8977.49999999997
19.0,13612645.0,condition-3,5.0,a1,auditory,a1kh-batyabatya.mp4,splashing,3,8762.599999999977
19.0,13612645.0,condition-3,6.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",4,14227.00000000003
19.0,13612645.0,condition-3,7.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",5,8769.399999999994
19.0,13612645.0,condition-3,8.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",3,14601.299999999988
19.0,13612645.0,condition-3,9.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",3,13559.999999904629
19.0,13612645.0,condition-3,10.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,5,8741.70000000004
19.0,13612645.0,condition-3,11.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",5,4628.899999856949
19.0,13612645.0,condition-3,12.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",2,8596.0
19.0,13612645.0,condition-3,13.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",5,7919.499999856955
19.0,13612645.0,condition-3,14.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",5,6733.799999999988
19.0,13612645.0,condition-3,15.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,3,22022.89999990462
19.0,13612645.0,condition-3,16.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,6,9901.200000000012
19.0,13612645.0,condition-3,17.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",4,12449.900000000023
19.0,13612645.0,condition-3,18.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",3,9804.100000000037
19.0,13612645.0,condition-3,19.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,5,12025.899999999963
19.0,13612645.0,condition-3,20.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",4,15907.399999999963
19.0,13612645.0,condition-3,21.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",6,5385.400000047695
19.0,13612645.0,condition-3,22.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",5,7161.799999999988
19.0,13612645.0,condition-3,23.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",4,10387.200000000012
19.0,13612645.0,condition-3,24.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",5,7836.599999999977
19.0,13612645.0,condition-3,25.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",5,5143.400000047695
19.0,13612645.0,condition-3,26.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",4,11470.300000000048
19.0,13612645.0,condition-3,27.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",6,6058.700000047684
19.0,13612645.0,condition-3,28.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",2,5309.0
19.0,13612645.0,condition-3,29.0,a6,auditory,a6hk-dosari.mp4,with a thud,4,13067.300000000048
19.0,13612645.0,condition-3,30.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,5,11623.199999999952
19.0,13613562.0,condition-3,1.0,a1,auditory,a1kh-batyabatya.mp4,splashing,7,5146.699999999255
19.0,13613562.0,condition-3,2.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",6,4729.800000000374
19.0,13613562.0,condition-3,3.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",3,5669.899999999252
19.0,13613562.0,condition-3,4.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",3,7287.199999999633
19.0,13613562.0,condition-3,5.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",4,5666.299999999988
19.0,13613562.0,condition-3,6.0,a6,auditory,a6hk-dosari.mp4,with a thud,2,4713.600000000748
19.0,13613562.0,condition-3,7.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",6,5790.89999999963
19.0,13613562.0,condition-3,8.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",6,5765.500000000015
19.0,13613562.0,condition-3,9.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",5,5810.600000000006
19.0,13613562.0,condition-3,10.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",6,4758.299999999625
19.0,13613562.0,condition-3,11.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",6,5642.5
19.0,13613562.0,condition-3,12.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,3,5068.500000000757
19.0,13613562.0,condition-3,13.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",2,7198.799999999261
19.0,13613562.0,condition-3,14.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",5,5607.699999999633
19.0,13613562.0,condition-3,15.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",4,5429.399999999267
19.0,13613562.0,condition-3,16.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",6,6499.100000000733
19.0,13613562.0,condition-3,17.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",3,5557.799999999261
19.0,13613562.0,condition-3,18.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,6,4918.300000000745
19.0,13613562.0,condition-3,19.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,7,4775.099999999628
19.0,13613562.0,condition-3,20.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",6,7064.199999999255
19.0,13613562.0,condition-3,21.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",7,4914.099999999628
19.0,13613562.0,condition-3,22.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",6,4629.500000000378
19.0,13613562.0,condition-3,23.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",5,5491.600000000733
19.0,13613562.0,condition-3,24.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",3,5191.599999999628
19.0,13613562.0,condition-3,25.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",3,6118.300000000745
19.0,13613562.0,condition-3,26.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,7,5154.800000000745
19.0,13613562.0,condition-3,27.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,2,4990.100000000006
19.0,13613562.0,condition-3,28.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",2,4989.600000000733
19.0,13613562.0,condition-3,29.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",3,4992.5
19.0,13613562.0,condition-3,30.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,7,4988.200000000361
19.0,13620495.0,condition-2,1.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",7,6776.299999994037
19.0,13620495.0,condition-2,2.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,7,4764.899999988076
19.0,13620495.0,condition-2,3.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",7,6453.199999988079
19.0,13620495.0,condition-2,4.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,3,7482.399999982124
19.0,13620495.0,condition-2,5.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,4,5769.59999999404
19.0,13620495.0,condition-2,6.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",6,6420.199999988079
19.0,13620495.0,condition-2,7.0,a1,auditory,a1kk-batyabatya.mp4,splashing,5,5213.899999994042
19.0,13620495.0,condition-2,8.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",4,6911.699999982113
19.0,13620495.0,condition-2,9.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",3,5004.100000000006
19.0,13620495.0,condition-2,10.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",3,8640.09999999404
19.0,13620495.0,condition-2,11.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",3,10892.200000000012
19.0,13620495.0,condition-2,12.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,4,46813.600000000006
19.0,13620495.0,condition-2,13.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",2,9507.900000000023
19.0,13620495.0,condition-2,14.0,a6,auditory,a6hh-dosari.mp4,with a thud,5,6149.299999988085
19.0,13620495.0,condition-2,15.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",6,9316.19999998808
19.0,13620495.0,condition-2,16.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",5,5928.199999982113
19.0,13620495.0,condition-2,17.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",6,4786.699999994045
19.0,13620495.0,condition-2,18.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",6,4563.899999994028
19.0,13620495.0,condition-2,19.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",5,5835.09999997617
19.0,13620495.0,condition-2,20.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",6,4521.699999982142
19.0,13620495.0,condition-2,21.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,5414.599999999977
19.0,13620495.0,condition-2,22.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,5,4557.699999988079
19.0,13620495.0,condition-2,23.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",6,5121.0
19.0,13620495.0,condition-2,24.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",7,5948.0
19.0,13620495.0,condition-2,25.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",3,5124.899999976158
19.0,13620495.0,condition-2,26.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,5,4650.899999988091
19.0,13620495.0,condition-2,27.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",4,5234.099999982107
19.0,13620495.0,condition-2,28.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",3,5147.399999982095
19.0,13620495.0,condition-2,29.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",5,4695.09999997617
19.0,13620495.0,condition-2,30.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",6,4366.299999994051
19.0,13650001.0,condition-3,1.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",1,4825.899999999994
19.0,13650001.0,condition-3,2.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",1,11643.100000000091
19.0,13650001.0,condition-3,3.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",1,6253.69999999991
19.0,13650001.0,condition-3,4.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",1,5400.100000000093
19.0,13650001.0,condition-3,5.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",3,6931.399999999951
19.0,13650001.0,condition-3,6.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,1,9462.500000000044
19.0,13650001.0,condition-3,7.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",1,4689.100000000093
19.0,13650001.0,condition-3,8.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",1,6402.600000000006
19.0,13650001.0,condition-3,9.0,a6,auditory,a6hk-dosari.mp4,with a thud,1,5460.099999999948
19.0,13650001.0,condition-3,10.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",1,4763.299999999959
19.0,13650001.0,condition-3,11.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",1,4968.300000000105
19.0,13650001.0,condition-3,12.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",1,4772.800000000047
19.0,13650001.0,condition-3,13.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",1,11958.0
19.0,13650001.0,condition-3,14.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",1,4464.900000000052
19.0,13650001.0,condition-3,15.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",1,14740.09999999992
19.0,13650001.0,condition-3,16.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",1,10901.2999999999
19.0,13650001.0,condition-3,17.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",1,5700.100000000035
19.0,13650001.0,condition-3,18.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",1,4935.399999999907
19.0,13650001.0,condition-3,19.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",1,4851.000000000087
19.0,13650001.0,condition-3,20.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",1,4791.100000000035
19.0,13650001.0,condition-3,21.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,4,10681.79999999996
19.0,13650001.0,condition-3,22.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",1,6163.200000000012
19.0,13650001.0,condition-3,23.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,1,7776.20000000007
